OBJECTID,OFT_1,STREET_O_N,STREET_F_N,STREET_T_N,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION,SEALCOAT_Y,SEALCOAT_C,OVERLAY_YR,PCI,PCI_BRANCH,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION,REFNO_ALL,join_X,join_Y,join_Objectid,join_Call_Taken,join_Location,join_Latitude,join_Longitude,join_Ward,join_Community,join_Neighborho,join_Tow_Zone,join_Day,join_Snow_Emerg,distance
"8491","121604020422",BOARDMAN ST,40TH AVE S,42ND AVE S,RES,"2790","10",ASPHALT7,CRUSH.CONC,"1988",,"1998","2",,,"71","660",,,2013-09-23T00:00:00.000Z,"6857",-93.2144,44.904492,"2732",2019-02-14T00:00:00.000Z,4017 BOARDMAN ST E,44.904492,-93.2144,"12",Nokomis,Morris Park,"6","3",Westminster,1.59865817617916e-05
"8492","121725211362",BORDER AVE N,OLSON MEMORIAL HWY FRTG RD S,CESAR CHAVEZ AVE,RES,"9999","6",ASPH/CONC,UNKNOWN,"1960",,"1993","2",,,"48","836",,,2013-06-14T00:00:00.000Z,"6863",-93.285783,44.985079,"4207",2019-02-13T00:00:00.000Z,712 8TH AVE N,44.985079,-93.285783,"5",Central,North Loop,"1","2",Westminster,0.00118113771042787
"8493","122002611112",BRIGHTON AVE NE,26TH AVE NE,ARTHUR ST NE,RES,"2628","11",CONCRETE7,S.GRAN.MAT.,"1971",,,,,,"82","551",,,2011-06-16T00:00:00.000Z,"6871",-93.232048,45.01479,"3112",2019-02-13T00:00:00.000Z,2532 ARTHUR ST NE,45.01479,-93.232048,"1",Northeast,Audubon Park,"2","2",Westminster,0.000960705076195742
"8494","122002711331",BRIGHTON AVE NE,27TH AVE NE,CLEVELAND ST NE,RES,"2628","11",CONCRETE7,S.GRAN.MAT.,"1971",,,,,,"82","442",,,2011-06-16T00:00:00.000Z,"6873",-93.229465,45.017778,"3269",2019-02-13T00:00:00.000Z,2726 BENJAMIN ST NE,45.017778,-93.229465,"1",Northeast,Audubon Park,"2","2",Westminster,0.00125065253139733
"8495","122002812902",BRIGHTON AVE NE,28TH AVE NE,ST ANTHONY PKWY,RES,"2628","11",CONCRETE7,S.GRAN.MAT.,"1971",,,,,,"82","250",,,2011-06-16T00:00:00.000Z,"6875",-93.229465,45.017778,"3269",2019-02-13T00:00:00.000Z,2726 BENJAMIN ST NE,45.017778,-93.229465,"1",Northeast,Audubon Park,"2","2",Westminster,0.00106952987137216
"8496","131122322508",SOUTH CEDAR LAKE RD,LAUREL AVE W,OLIVER AVE S,MSA,"406","1",ASPH/CONC,UNKNOWN,"1941",,,,"2010","86",,"196",,,2013-08-27T00:00:00.000Z,"11291",-93.306978,44.974955,"4475",2019-02-13T00:00:00.000Z,204 OLIVER AVE S,44.974955,-93.306978,"7",Calhoun Isle,Bryn - Mawr,"3","2",Westminster,0.000569374105170347
"8497","131118292331",SOUTH CEDAR LAKE RD,HAWTHORNE AVE W,MORGAN AVE S,MSA,"406","1",ASPH/CONC,UNKNOWN,"1941",,,,"2010","86",,"172",,,2013-08-27T00:00:00.000Z,"11294",-93.306978,44.974955,"4475",2019-02-13T00:00:00.000Z,204 OLIVER AVE S,44.974955,-93.306978,"7",Calhoun Isle,Bryn - Mawr,"3","2",Westminster,0.00168684043468556
"8498","131219031709",NORTH CEDAR LAKE RD,IRVING AVE N,GLENWOOD AVE,MSA,"406","3",ASPH/CONC,UNKNOWN,"1941",,,,"2012","100",,"190",,,2012-11-01T00:00:00.000Z,"10320",-93.299323,44.979517,"2008",2019-02-14T00:00:00.000Z,245 IRVING AVE N,44.979517,-93.299323,"5",Near North,Harrison,"3","3",Westminster,0.000812295343452357
"8499","131302591205",CEDAR LN,25TH ST W,BASSWOOD RD,RES,"2989","1",ASPHALT,CEM.ST.SOIL,"1952","2005","2006","1",,,"89","380",,,2014-06-03T00:00:00.000Z,"7162",-93.326184,44.953394,"4658",2019-02-14T00:00:00.000Z,2781 DREW AVE S,44.953394,-93.326184,"7",Calhoun Isle,Cedar - Isles - Dean,"3","3",Westminster,0.00448761731560966
"8500","131533061314",CEDAR VIEW DR,WASHBURN AVE S,CEDAR VIEW CIR,RES,"2989","16",ASPHALT,CEM.ST.SOIL,"1962","2005","2006","1",,,"89","244",,,2014-06-03T00:00:00.000Z,"7169",-93.308815,44.964299,"1952",2019-02-14T00:00:00.000Z,1917 PENN AVE S,44.964299,-93.308815,"7",Calhoun Isle,Kenwood,"3","3",Westminster,0.00825785744430487
"8501","044205240514",44TH AVE S,52ND ST E,51ST ST E,RES,"2730","4",ASPHALT7m,S.GRAN.MAT.,"1982",,"2006","3",,,"69","660",,,2013-07-26T00:00:00.000Z,"5049",-93.21009,44.91117,"2439",2019-02-14T00:00:00.000Z,5043 44TH AVE S,44.91117,-93.21009,"12",Nokomis,Minnehaha,"6","1",Westminster,0.000344800028120758
"8502","044204540444",44TH AVE S,45TH ST E,44TH ST E,RES,"2665","6",CONCRETE7,S.GRAN.MAT.,"1975",,,,,,"76","662",,,2014-08-21T00:00:00.000Z,"5053",-93.210167,44.924069,"2576",2019-02-14T00:00:00.000Z,4335 44TH AVE S,44.924069,-93.210167,"12",Longfellow,Hiawatha,"6","3",Westminster,0.000670261205347883
"8503","048935033402",48TH ST W,YORK AVE S,XERXES AVE S,RES,"2559",8A,ASPHALT7,CEM.ST.SOIL,"1962","2006","2007","1",,,"55","331",,,2013-09-11T00:00:00.000Z,"5513",-93.321385,44.916197,"3746",2019-02-13T00:00:00.000Z,3302 48TH ST W,44.916197,-93.321385,"13",Southwest,Fulton,"5","2",Westminster,0.00124157217895815
"8504","048923421704",48TH ST W,WEST MINNEHAHA PKWY,GIRARD AVE S,RES,"2674","12",ASPHALT7,CRUSH.CONC,"1977",,,,"2014",,"100","319",,,2014-11-01T00:00:00.000Z,"5518",-93.297462,44.916913,"2669",2019-02-14T00:00:00.000Z,4747 GIRARD AVE S,44.916913,-93.297462,"13",Southwest,Lynnhurst,"5","3",Westminster,0.000963659246310167
"8505","048916181516",48TH ST W,FREMONT AVE S,EMERSON AVE S,RES,"2674","12",ASPHALT7,CRUSH.CONC,"1977",,,,"2014",,"100","330",,,2014-11-01T00:00:00.000Z,"5520",-93.297462,44.916913,"2669",2019-02-14T00:00:00.000Z,4747 GIRARD AVE S,44.916913,-93.297462,"13",Southwest,Lynnhurst,"5","3",Westminster,0.00180785554147585
"8506","048917152615",48TH ST W,GRAND AVE S,PLEASANT AVE,RES,"2604","12",ASPHALT7,CEM.ST.SOIL,"1968",,,,"2008",,"86","334",,,2012-11-05T00:00:00.000Z,"5529",-93.285623,44.916071,"3063",2019-02-13T00:00:00.000Z,420 48TH ST W,44.916071,-93.285623,"11",Southwest,Tangletown,"5","2",Westminster,0.00119872659399956
"8507","048926143319",48TH ST W,PILLSBURY AVE,WENTWORTH AVE,RES,"2604","12",ASPHALT7,CEM.ST.SOIL,"1968",,,,"2008",,"86","333",,,2012-11-05T00:00:00.000Z,"5531",-93.280901,44.915969,"3031",2019-02-13T00:00:00.000Z,132 48TH ST W,44.915969,-93.280901,"11",Southwest,Tangletown,"5","2",Westminster,2.68007423065105e-05
"8508","049032083106",49TH AVE N,VINCENT AVE N,UPTON AVE N,MSA,"263","2",ASPHALT9,UNKNOWN,"1971",,,,"2011","100",,"327",,,2011-11-01T00:00:00.000Z,"5536",-93.316971,45.044395,"2739",2019-02-14T00:00:00.000Z,4907 VINCENT AVE N,45.044395,-93.316971,"4",Camden,Shingle Creek,"1","3",Westminster,0.000462714894802322
"8509","049031063007",49TH AVE N,UPTON AVE N,THOMAS AVE N,MSA,"263","3",ASPH/CONC,UNKNOWN,"1959",,,,"2011","100",,"329",,,2011-11-01T00:00:00.000Z,"5537",-93.316971,45.044395,"2739",2019-02-14T00:00:00.000Z,4907 VINCENT AVE N,45.044395,-93.316971,"4",Camden,Shingle Creek,"1","3",Westminster,0.0014421797012483
"8510","045029131339",45TH AVE N,SHINGLE CREEK PKWY,COLFAX AVE N,MSA,"400","1",ASPH/CONC,S.GRAN.MAT.,"1961",,,,"2010","100",,"82",,,2010-11-01T00:00:00.000Z,"5164",-93.291306,45.036631,"4364",2019-02-13T00:00:00.000Z,4424 BRYANT AVE N,45.036631,-93.291306,"4",Camden,Lind - Bohanon,"1","2",Westminster,0.00135994500340844
"8511","050029112823",50TH AVE N,SHERIDAN AVE N,RUSSELL AVE N,RES,"2881","19",ASPHALT7,CRUSH.CONC,"1996",,"1997","1",,,"73","329",,,2014-07-28T00:00:00.000Z,"5642",-93.312211,45.045749,"1691",2019-02-14T00:00:00.000Z,2505 50TH AVE N,45.045749,-93.312211,"4",Camden,Shingle Creek,"1","3",Westminster,1.70632956768353e-05
"8512","050027022610",50TH AVE N,QUEEN AVE N,PENN AVE N,RES,"2881","19",ASPHALT7,CRUSH.CONC,"1996",,"1997","1",,,"73","330",,,2014-07-28T00:00:00.000Z,"5644",-93.312163,45.045794,"1604",2019-02-13T00:00:00.000Z,2500 50TH AVE N,45.045794,-93.312163,"4",Camden,Shingle Creek,"1","2",Westminster,0.00160897584169015
"8513","050025072403",50TH AVE N,OLIVER AVE N,NEWTON AVE N,RES,"2881","19",ASPHALT7,CRUSH.CONC,"1996",,"1997","1",,,"73","327",,,2014-07-28T00:00:00.000Z,"5646",-93.304956,45.049388,"1321",2019-02-13T00:00:00.000Z,1910 52ND AVE N,45.049388,-93.304956,"4",Camden,Shingle Creek,"1","2",Westminster,0.00405887075993165
"8514","050023302221",50TH AVE N,MORGAN AVE N,LOGAN AVE N,RES,"2881","19",ASPHALT7,CRUSH.CONC,"1996",,"1997","1",,,"73","325",,,2014-07-28T00:00:00.000Z,"5648",-93.304162,45.048986,"2272",2019-02-14T00:00:00.000Z,5135 LOGAN AVE N,45.048986,-93.304162,"4",Camden,Shingle Creek,"1","3",Westminster,0.00324708621078332
"8515","005601710181",5TH ST NE,17TH AVE NE,18TH AVE NE,RES,"2753","2",ASPHALT7,CRUSH.CONC,"1981",,"2008","4",,,"78","419",,,2014-07-08T00:00:00.000Z,"667",-93.261813,45.004239,"2373",2019-02-14T00:00:00.000Z,361 16TH AVE NE,45.004239,-93.261813,"3",Northeast,Sheridan,"2","3",Westminster,0.00185067803845543
"8516","050016171515",50TH AVE N,FREMONT AVE N,EMERSON AVE N,RES,"2880","15",ASPHALT,UNKNOWN,"2003",,"2010","1",,,"86","332",,,2011-06-14T00:00:00.000Z,"5653",-93.296616,45.047043,"2174",2019-02-14T00:00:00.000Z,5045 FREMONT AVE N,45.047043,-93.296616,"4",Camden,Lind - Bohanon,"1","3",Westminster,0.00135523247700591
"8517","050012271103",50TH AVE N,BRYANT AVE N,ALDRICH AVE N,RES,"2880","16",ASPHALT7,CRUSH.CONC,"1993",,"2010","2",,,"86","331",,,2011-06-14T00:00:00.000Z,"5655",-93.290325,45.04606,"4295",2019-02-13T00:00:00.000Z,5014 ALDRICH AVE N,45.04606,-93.290325,"4",Camden,Lind - Bohanon,"1","2",Westminster,0.00034244779719361
"8518","050400321334",50TH ST E,3RD AVE S,CLINTON AVE,MSA,"264","2",ASPHALT9,CRUSH.CONC,"1997",,"2011","1",,"78",,"330",Pavement Exception: 60'  +/- of new pavement next to I35W bridge const. in 2009.,,2010-06-03T00:00:00.000Z,"5663",-93.269979,44.916113,"3411",2019-02-13T00:00:00.000Z,408 48TH ST E,44.916113,-93.269979,"8",Nokomis,Field,"5","2",Westminster,0.00399870840504272
"8519","042203940384",42ND AVE S,39TH ST E,38TH ST E,MSA,"258","2",ASPHALT9,UNKNOWN,"1972",,"2008","3",,"62",,"661",,,2013-09-19T00:00:00.000Z,"4782",-93.217179,44.932394,"2235",2019-02-14T00:00:00.000Z,3817 39TH ST E,44.932394,-93.217179,"12",Longfellow,Howe,"6","3",Westminster,0.00441293982250867
"8520","042203740364",42ND AVE S,37TH ST E,36TH ST E,MSA,"258","2",ASPHALT9,UNKNOWN,"1972",,"2008","3",,"62",,"733",,,2013-09-19T00:00:00.000Z,"4784",-93.213771,44.940027,"607",02/14/2019 01:16pm,"3443 41st av s,Minneapolis,MN",44.940027,-93.213771,"12",Longfellow,Howe,"6","3",Westminster,0.00239315091680288
"8521","042203640354",42ND AVE S,36TH ST E,35TH ST E,MSA,"258","2",ASPHALT9,UNKNOWN,"1972",,"2008","3",,"62",,"661",,,2013-09-19T00:00:00.000Z,"4785",-93.213771,44.940027,"607",02/14/2019 01:16pm,"3443 41st av s,Minneapolis,MN",44.940027,-93.213771,"12",Longfellow,Howe,"6","3",Westminster,0.00108616530259892
"8522","042203340324",42ND AVE S,33RD ST E,32ND ST E,MSA,"258","3",ASPHALT7,CRUSH.CONC,"1982",,,,"2013","100",,"660",,,2013-11-01T00:00:00.000Z,"4788",-93.212401,44.943306,"4076",2019-02-13T00:00:00.000Z,4208 33RD ST E,44.943306,-93.212401,"2",Longfellow,Cooper,"6","2",Westminster,0.000334527000061356
"8523","042222030294",42ND AVE S,LAKE ST E,29TH ST E,RES,"2789","6",ASPHALT7m,S.GRAN.MAT.,"1980",,"1994","2",,,"63","660",,,2014-08-13T00:00:00.000Z,"4791",-93.213888,44.948822,"2677",2019-02-14T00:00:00.000Z,2945 41ST AVE S,44.948822,-93.213888,"2",Longfellow,Cooper,"4","3",Westminster,0.00116019280255748
"8524","042424050012",42ND ST E,NICOLLET AVE,1ST AVE S,MSA,"260","3",ASPH/CONC,S.GRAN.MAT.,"1962","1998","2008","2",,"78",,"335",,,2011-11-09T00:00:00.000Z,"4794",-93.27922,44.926411,"975",2019-02-13T00:00:00.000Z,4204 BLAISDELL AVE S,44.926411,-93.27922,"8",Southwest,King Field,"5","2",Westminster,0.00136990740753952
"8525","046026102507",46TH AVE N,PENN AVE N,OLIVER AVE N,RES,"2725","11",ASPHALT7m,S.GRAN.MAT.,"1979",,"1999","3",,,"70","326",,,2011-06-21T00:00:00.000Z,"5262",-93.309616,45.038496,"3375",2019-02-13T00:00:00.000Z,2304 46TH AVE N,45.038496,-93.309616,"4",Camden,Victory,"1","2",Westminster,0.000446980480781128
"8526","046024032330",46TH AVE N,NEWTON AVE N,MORGAN AVE N,RES,"2725","11",ASPHALT7m,S.GRAN.MAT.,"1979",,"1999","3",,,"70","324",,,2011-06-21T00:00:00.000Z,"5264",-93.306763,45.038016,"2564",2019-02-14T00:00:00.000Z,4547 NEWTON AVE N,45.038016,-93.306763,"4",Camden,Victory,"1","3",Westminster,0.000491431959977759
"8527","046023302221",46TH AVE N,MORGAN AVE N,LOGAN AVE N,RES,"2725","11",ASPHALT7m,S.GRAN.MAT.,"1979",,"1999","3",,,"70","325",,,2011-06-21T00:00:00.000Z,"5265",-93.304116,45.037984,"2534",2019-02-14T00:00:00.000Z,4549 LOGAN AVE N,45.037984,-93.304116,"4",Camden,Webber - Camden,"1","3",Westminster,0.000492744193879921
"8528","140418063303",DELAWARE ST SE,HARVARD ST SE,WALNUT ST,RES,"2809","11",ASPHALT7m,CRUSH.CONC,"1991",,"2005","2",,,"73","412",,,2013-06-06T00:00:00.000Z,"7573",-93.229669,44.972548,"807",2019-02-12T00:00:00.000Z,612 DELAWARE ST SE,44.972548,-93.229669,"2",University,University of Minnesota,"4","1",Westminster,9.90196275284446e-06
"8529","140425121517",DELAWARE ST SE,ONTARIO ST SE,ERIE ST SE,RES,"2809",11A,ASPHALT7m,CRUSH.CONC,"1991",,"2005","2",,,"73","359",,,2013-06-06T00:00:00.000Z,"7575",-93.227062,44.973119,"767",2019-02-12T00:00:00.000Z,309 OAK ST SE,44.973119,-93.227062,"2",University,Prospect Park - East River Road,"4","1",Westminster,0.00152971585564985
"8530","140402530263",DELAWARE ST SE,25TH AVE SE,26TH AVE SE,LOCAL,DLAWR,"1",ASPHALT9,CRUSH.CONC,"1993",,"2005","2",,"91",,"406",,,2009-10-20T00:00:00.000Z,"7577",-93.221712,44.972245,"4436",2019-02-13T00:00:00.000Z,2506 DELAWARE ST SE,44.972245,-93.221712,"2",University,Prospect Park - East River Road,"4","2",Westminster,1.93158297078916e-05
"8531","140402732904",DELAWARE ST SE,27TH AVE SE,SAINT MARYS AVE,RES,"2685","25",ASPHALT7,CRUSH.CONC,"1979",,,,"2011",,"85","337",,,2013-07-18T00:00:00.000Z,"7579",-93.219428,44.970924,"760",2019-02-12T00:00:00.000Z,177 27TH AVE SE,44.970924,-93.219428,"2",University,Prospect Park - East River Road,"4","1",Westminster,0.000402990916889372
"8532","499825041603",DORR DR,OAK PARK AVE N,FARWELL AVE,RES,"2667","1",ASPHALT7m,S.GRAN.MAT.,"1975",,"1995","3",,,"63","687",,,2013-07-23T00:00:00.000Z,"7625",-93.317082,44.98723,"1349",2019-02-13T00:00:00.000Z,900 WASHBURN AVE N,44.98723,-93.317082,"5",Near North,Willard - Hay,"1","2",Westminster,0.00144692280900974
"8533","140824050012",DIAMOND LAKE RD E,NICOLLET AVE,1ST AVE S,MSA,"167","4",ASPH/CONC,UNKNOWN,"1961",,,,"2011","100",,"337",Pavement Exception: NICOLLET TO I-35W 2010 AND I-35W TO PORTLAND O.L. IN 2011.,,2011-11-01T00:00:00.000Z,"7591",-93.27726,44.90521,"3753",2019-02-13T00:00:00.000Z,14 54TH ST E,44.90521,-93.27726,"11",Southwest,Tangletown,"5","2",Westminster,0.00134530234646104
"8534","140800321334",DIAMOND LAKE RD E,3RD AVE S,CLINTON AVE,MSA,"167","4",ASPH/CONC,UNKNOWN,"1961",,,,"2011","100",,"336",Pavement Exception: NICOLLET TO I-35W 2010 AND I-35W TO PORTLAND O.L. IN 2011.,,2011-11-01T00:00:00.000Z,"7596",-93.271674,44.904233,"4056",2019-02-13T00:00:00.000Z,5428 CLINTON AVE S,44.904233,-93.271674,"11",Nokomis,Page,"5","2",Westminster,0.00107475863796353
"8535","160602210221",FILLMORE ST NE,22ND AVE NE,22ND AVE NE,RES,"2645","10",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"79","125",,,2013-05-24T00:00:00.000Z,"8195",-93.242246,45.010405,"2467",2019-02-14T00:00:00.000Z,2225 FILLMORE ST NE,45.010405,-93.242246,"1",Northeast,Windom Park,"2","3",Westminster,0.000495769771280021
"8536","160602310241",FILLMORE ST NE,23RD AVE NE,24TH AVE NE,RES,"2645","10",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"79","297",,,2013-05-24T00:00:00.000Z,"8198",-93.242242,45.011825,"3891",2019-02-13T00:00:00.000Z,2332 FILLMORE ST NE,45.011825,-93.242242,"1",Northeast,Windom Park,"2","2",Westminster,3.41286726305264e-06
"8537","049028232702",49TH AVE N,RUSSELL AVE N,QUEEN AVE N,MSA,"263","3",ASPH/CONC,UNKNOWN,"1959",,,,"2011","100",,"327",,,2011-11-01T00:00:00.000Z,"5540",-93.312211,45.045749,"1691",2019-02-14T00:00:00.000Z,2505 50TH AVE N,45.045749,-93.312211,"4",Camden,Shingle Creek,"1","3",Westminster,0.00185819851095508
"8538","053424113329",53RD ST E,EAST LAKE NOKOMIS PKWY,WOODLAWN BLVD,PRKBD,53STE,"1",ASPHALT,UNKNOWN,"1977","2001",,,,"92",,"117",,,2009-11-10T00:00:00.000Z,"5979",-93.234856,44.906544,"3668",2019-02-13T00:00:00.000Z,5316 26TH AVE S,44.906544,-93.234856,"11",Nokomis,Keewaydin,"6","2",Westminster,0.00191737548511142
"8539","053402820292",53RD ST E,28TH AVE S,29TH AVE S,RES,"2613","17",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"78","327",,,2013-10-21T00:00:00.000Z,"5984",-93.23102,44.90843,"3221",2019-02-13T00:00:00.000Z,5212 29TH AVE S,44.90843,-93.23102,"12",Nokomis,Keewaydin,"6","2",Westminster,0.00127486984234085
"8540","053403022407",53RD ST E,30TH AVE S,NOKOMIS AVE S,RES,"2613","17",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"78","329",,,2013-10-21T00:00:00.000Z,"5986",-93.229769,44.905836,"1927",2019-02-14T00:00:00.000Z,5447 29TH AVE S,44.905836,-93.229769,"11",Nokomis,Keewaydin,"6","1",Westminster,0.00132674111756317
"8541","053403220322",53RD ST E,32ND AVE S,32ND AVE S,RES,"2613","17",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"78","155",,,2013-10-21T00:00:00.000Z,"5989",-93.225768,44.904953,"2239",2019-02-14T00:00:00.000Z,5409 32ND AVE S,44.904953,-93.225768,"11",Nokomis,Wenonah,"6","3",Westminster,0.00223091812394766
"8542","053403820392",53RD ST E,38TH AVE S,39TH AVE S,RES,"2703","6",ASPHALT7,CRUSH.CONC,"1985",,"1995","2",,,"59","329",,,2011-05-31T00:00:00.000Z,"5996",-93.220506,44.90696,"2601",2019-02-14T00:00:00.000Z,5309 36TH AVE S,44.90696,-93.220506,"12",Nokomis,Minnehaha,"6","3",Westminster,0.00274675672065252
"8543","053404120422",53RD ST E,41ST AVE S,42ND AVE S,RES,"2730","10",ASPHALT7m,S.GRAN.MAT.,"1982",,"2006","3",,,"69","330",,,2013-07-26T00:00:00.000Z,"5999",-93.2144,44.904492,"2732",2019-02-14T00:00:00.000Z,4017 BOARDMAN ST E,44.904492,-93.2144,"12",Nokomis,Morris Park,"6","3",Westminster,0.00274102626775896
"8544","053404320442",53RD ST E,43RD AVE S,44TH AVE S,RES,"2730",10A,ASPHALT7m,S.GRAN.MAT.,"1982",,"2006","1",,,"69","330",,,2013-07-26T00:00:00.000Z,"6001",-93.208855,44.907652,"2417",2019-02-14T00:00:00.000Z,5247 45TH AVE S,44.907652,-93.208855,"12",Nokomis,Minnehaha,"6","1",Westminster,0.00134636446861041
"8545","053404520462",53RD ST E,45TH AVE S,46TH AVE S,RES,"2730",10A,ASPHALT7m,S.GRAN.MAT.,"1982",,"2006","1",,,"69","331",,,2013-07-26T00:00:00.000Z,"6003",-93.208855,44.907652,"2417",2019-02-14T00:00:00.000Z,5247 45TH AVE S,44.907652,-93.208855,"12",Nokomis,Minnehaha,"6","1",Westminster,0.000447076121986221
"8546","045401821308",45TH ST E,18TH AVE S,CEDAR AVE S,RES,"2617","4",ASPHALT7m,CLASS 3,"1970",,"1994","3",,,"57","329",,,2013-07-09T00:00:00.000Z,"5211",-93.246346,44.92019,"895",2019-02-13T00:00:00.000Z,4548 LONGFELLOW AVE S,44.92019,-93.246346,"12",Nokomis,Ericsson,"6","2",Westminster,0.00163953509718327
"8547","054923312222",54TH ST W,MORGAN AVE S,LOGAN AVE S,MSA,"167","2",CONCRETE,S.GRAN.MAT.,"1969",,,,,"57",,"329",,,2009-09-11T00:00:00.000Z,"6107",-93.306158,44.902808,"3986",2019-02-13T00:00:00.000Z,5512 NEWTON AVE S,44.902808,-93.306158,"13",Southwest,Armatage,"5","2",Westminster,0.00266902993144943
"8548","054918231704",54TH ST W,HUMBOLDT AVE S,GIRARD AVE S,MSA,"167","2",CONCRETE,S.GRAN.MAT.,"1969",,,,,"57",,"328",,,2009-09-11T00:00:00.000Z,"6112",-93.294734,44.905667,"4192",2019-02-13T00:00:00.000Z,5344 EMERSON AVE S,44.905667,-93.294734,"13",Southwest,Lynnhurst,"5","2",Westminster,0.00253367726225526
"8549","054916181516",54TH ST W,FREMONT AVE S,EMERSON AVE S,MSA,"167","2",CONCRETE,S.GRAN.MAT.,"1969",,,,,"57",,"330",,,2009-09-11T00:00:00.000Z,"6114",-93.294734,44.905667,"4192",2019-02-13T00:00:00.000Z,5344 EMERSON AVE S,44.905667,-93.294734,"13",Southwest,Lynnhurst,"5","2",Westminster,0.000570290554572443
"8550","054913381228",54TH ST W,COLFAX AVE S,BRYANT AVE S,MSA,"167","2",CONCRETE,S.GRAN.MAT.,"1969",,,,,"57",,"330",,,2009-09-11T00:00:00.000Z,"6117",-93.289662,44.904773,"4084",2019-02-13T00:00:00.000Z,5410 ALDRICH AVE S,44.904773,-93.289662,"13",Southwest,Kenny,"5","2",Westminster,0.00121677822766141
"8551","054912281104",54TH ST W,BRYANT AVE S,ALDRICH AVE S,MSA,"167","2",CONCRETE,S.GRAN.MAT.,"1969",,,,,"57",,"330",,,2009-09-11T00:00:00.000Z,"6118",-93.289662,44.904773,"4084",2019-02-13T00:00:00.000Z,5410 ALDRICH AVE S,44.904773,-93.289662,"13",Southwest,Kenny,"5","2",Westminster,0.000311560165899038
"8552","054922301701",54TH ST W,LYNDALE AVE S,GARFIELD AVE,MSA,"167","3",ASPH/CONC,UNKNOWN,"1960",,,,"2010","100",,"327",,,2010-11-01T00:00:00.000Z,"6120",-93.289662,44.904773,"4084",2019-02-13T00:00:00.000Z,5410 ALDRICH AVE S,44.904773,-93.289662,"13",Southwest,Kenny,"5","2",Westminster,0.00140536118721247
"8553","055426182603",55TH ST E,PORTLAND AVE,PARK AVE,RES,"2786","9",ASPHALT7,CRUSH.CONC,"1988",,"2000","2",,,"69","501",,,2013-09-23T00:00:00.000Z,"6122",-93.265333,44.90237,"4184",2019-02-13T00:00:00.000Z,5528 PARK AVE S,44.90237,-93.265333,"11",Nokomis,Diamond Lake,"5","2",Westminster,0.00102708234374092
"8554","055413441326",55TH ST E,COLUMBUS AVE,CHICAGO AVE,RES,"2786","9",ASPHALT7,CRUSH.CONC,"1988",,"2000","2",,,"69","332",,,2013-09-23T00:00:00.000Z,"6124",-93.263748,44.903708,"2508",2019-02-14T00:00:00.000Z,5429 COLUMBUS AVE S,44.903708,-93.263748,"11",Nokomis,Page,"5","3",Westminster,0.000303430468787901
"8555","046015151417",46TH AVE N,EMERSON AVE N,DUPONT AVE N,RES,"2739","11",ASPHALT7,CRUSH.CONC,"1984",,"2004","3",,,"75","330",,,2011-07-28T00:00:00.000Z,"5269",-93.294042,45.038399,"4492",2019-02-13T00:00:00.000Z,4558 DUPONT AVE N,45.038399,-93.294042,"4",Camden,Lind - Bohanon,"1","2",Westminster,4.24341808302165e-05
"8556","046013391227",46TH AVE N,COLFAX AVE N,BRYANT AVE N,RES,"2739","11",ASPHALT7,CRUSH.CONC,"1984",,"2004","3",,,"75","330",,,2011-07-28T00:00:00.000Z,"5271",-93.290585,45.038514,"940",2019-02-13T00:00:00.000Z,716 46TH AVE N,45.038514,-93.290585,"4",Camden,Lind - Bohanon,"1","2",Westminster,0.000836830634271591
"8557","046013052229",46TH AVE N,CAMDEN AVE N,LYNDALE AVE N,RES,"2739","11",ASPHALT7,CRUSH.CONC,"1984",,"2004","3",,,"75","352",,,2011-07-28T00:00:00.000Z,"5274",-93.288964,45.038271,"1868",2019-02-14T00:00:00.000Z,4549 CAMDEN AVE N,45.038271,-93.288964,"4",Camden,Lind - Bohanon,"1","3",Westminster,0.000269127361482052
"8558","046205440534",46TH AVE S,54TH ST E,53RD ST E,RES,"2730","6",ASPHALT7m,S.GRAN.MAT.,"1982",,"2006","3",,,"69","662",,,2013-07-26T00:00:00.000Z,"5280",-93.208855,44.907652,"2417",2019-02-14T00:00:00.000Z,5247 45TH AVE S,44.907652,-93.208855,"12",Nokomis,Minnehaha,"6","1",Westminster,0.00135473866484099
"8559","046204540444",46TH AVE S,45TH ST E,44TH ST E,MSA,"268","1",ASPHALT9,UNKNOWN,"1971",,"2010","3",,"87",,"662",,,2011-07-05T00:00:00.000Z,"5286",-93.210167,44.924069,"2576",2019-02-14T00:00:00.000Z,4335 44TH AVE S,44.924069,-93.210167,"12",Longfellow,Hiawatha,"6","3",Westminster,0.00260930583214729
"8560","046204242333",46TH AVE S,42ND ST E,MORRILL LN,MSA,"268","1",ASPHALT9,UNKNOWN,"1971",,"2010","3",,"87",,"285",,,2011-07-05T00:00:00.000Z,"5289",-93.208949,44.926274,"4217",2019-02-13T00:00:00.000Z,4220 45TH AVE S,44.926274,-93.208949,"12",Longfellow,Hiawatha,"6","2",Westminster,0.00151415885052624
